freq_GHz,a,b,D,C,p_opt1,p_opt2,sigma2_1,sigma2_2,mu
38.00,3.3243,3.3243,5000,172020544.675330,1.000000,0.000000,0.000000,0.000000,1.587882
38.00,3.3338,3.3338,5000,171761322.918095,1.000000,0.000000,0.000000,0.000000,1.589282
38.00,3.3433,3.3433,5000,171499891.248360,1.000000,0.000000,0.000000,0.000000,1.590699
38.00,3.3529,3.3529,5000,171236237.715204,1.000000,0.000000,0.000000,0.000000,1.592132
38.00,3.3624,3.3624,5000,170970350.266711,1.000000,0.000000,0.000000,0.000000,1.593583
38.00,3.3719,3.3719,5000,170702216.957697,1.000000,0.000000,0.000000,0.000000,1.595050
38.00,3.3814,3.3814,5000,170431825.764077,1.000000,0.000000,0.000000,0.000000,1.596535
38.00,3.3909,3.3909,5000,170159164.703743,1.000000,0.000000,0.000000,0.000000,1.598038
38.00,3.4004,3.4004,5000,169884221.784976,1.000000,0.000000,0.000000,0.000000,1.599558
38.00,3.4099,3.4099,5000,169606984.945119,1.000000,0.000000,0.000000,0.000000,1.601097
38.00,3.4194,3.4194,5000,169327442.125042,1.000000,0.000000,0.000000,0.000000,1.602653
38.00,3.4289,3.4289,5000,169045581.307173,1.000000,0.000000,0.000000,0.000000,1.604229
38.00,3.4384,3.4384,5000,168761390.476248,1.000000,0.000000,0.000000,0.000000,1.605823
38.00,3.4479,3.4479,5000,168474857.478765,1.000000,0.000000,0.000000,0.000000,1.607436
38.00,3.4575,3.4575,5000,168185970.359769,1.000000,0.000000,0.000000,0.000000,1.609068
38.00,3.4670,3.4670,5000,167894717.038479,1.000000,0.000000,0.000000,0.000000,1.610720
38.00,3.4765,3.4765,5000,167601085.398805,1.000000,0.000000,0.000000,0.000000,1.612392
38.00,3.4860,3.4860,5000,167305063.390470,1.000000,0.000000,0.000000,0.000000,1.614083
38.00,3.4955,3.4955,5000,167006638.952505,1.000000,0.000000,0.000000,0.000000,1.615795
38.00,3.5050,3.5050,5000,166705799.991212,1.000000,0.000000,0.000000,0.000000,1.617527
38.00,3.5145,3.5145,5000,166402534.441320,1.000000,0.000000,0.000000,0.000000,1.619281
38.00,3.5240,3.5240,5000,166096830.258216,1.000000,0.000000,0.000000,0.000000,1.621055
38.00,3.5335,3.5335,5000,165788675.339677,1.000000,0.000000,0.000000,0.000000,1.622850
38.00,3.5430,3.5430,5000,165478057.698386,1.000000,0.000000,0.000000,0.000000,1.624668
38.00,3.5526,3.5526,5000,165164965.158719,1.000000,0.000000,0.000000,0.000000,1.626507
38.00,3.5621,3.5621,5000,164849385.733759,1.000000,0.000000,0.000000,0.000000,1.628368
38.00,3.5716,3.5716,5000,164531307.396310,1.000000,0.000000,0.000000,0.000000,1.630252
38.00,3.5811,3.5811,5000,164210718.017733,1.000000,0.000000,0.000000,0.000000,1.632159
38.00,3.5906,3.5906,5000,163887605.674237,1.000000,0.000000,0.000000,0.000000,1.634088
38.00,3.6001,3.6001,5000,163561958.328222,1.000000,0.000000,0.000000,0.000000,1.636042
38.00,3.6096,3.6096,5000,163233763.848650,1.000000,0.000000,0.000000,0.000000,1.638019
38.00,3.6191,3.6191,5000,162903010.396633,1.000000,0.000000,0.000000,0.000000,1.640020
38.00,3.6286,3.6286,5000,162569685.879489,1.000000,0.000000,0.000000,0.000000,1.642045
38.00,3.6381,3.6381,5000,162233778.362328,1.000000,0.000000,0.000000,0.000000,1.644095
38.00,3.6476,3.6476,5000,161895275.894144,1.000000,0.000000,0.000000,0.000000,1.646170
38.00,3.6572,3.6572,5000,161554166.611721,1.000000,0.000000,0.000000,0.000000,1.648271
38.00,3.6667,3.6667,5000,161210438.443375,1.000000,0.000000,0.000000,0.000000,1.650397
38.00,3.6762,3.6762,5000,160864079.622995,1.000000,0.000000,0.000000,0.000000,1.652550
38.00,3.6857,3.6857,5000,160515078.191322,1.000000,0.000000,0.000000,0.000000,1.654729
38.00,3.6952,3.6952,5000,160163422.355735,1.000000,0.000000,0.000000,0.000000,1.656934
38.00,3.7047,3.7047,5000,159809100.339156,1.000000,0.000000,0.000000,0.000000,1.659168
38.00,3.7142,3.7142,5000,159452100.189579,1.000000,0.000000,0.000000,0.000000,1.661428
38.00,3.7237,3.7237,5000,159092410.221138,1.000000,0.000000,0.000000,0.000000,1.663717
38.00,3.7332,3.7332,5000,158730018.751714,1.000000,0.000000,0.000000,0.000000,1.666034
38.00,3.7427,3.7427,5000,158364913.987413,1.000000,0.000000,0.000000,0.000000,1.668380
38.00,3.7523,3.7523,5000,157997084.341027,1.000000,0.000000,0.000000,0.000000,1.670755
38.00,3.7618,3.7618,5000,157626518.027018,1.000000,0.000000,0.000000,0.000000,1.673160
38.00,3.7713,3.7713,5000,157253244.531867,0.999185,0.000815,0.000000,0.000000,1.674780
38.00,3.7808,3.7808,5000,156882766.112712,0.990479,0.009521,0.000000,0.000000,1.668539
38.00,3.7903,3.7903,5000,156518915.361076,0.981853,0.018147,0.000000,0.000000,1.662409
38.00,3.7998,3.7998,5000,156161632.851316,0.973304,0.026696,0.000000,0.000000,1.656388
38.00,3.8093,3.8093,5000,155810859.973536,0.964830,0.035170,0.000000,0.000000,1.650474
38.00,3.8188,3.8188,5000,155466538.514717,0.956431,0.043569,0.000000,0.000000,1.644667
38.00,3.8283,3.8283,5000,155128611.099987,0.948105,0.051895,0.000000,0.000000,1.638966
38.00,3.8378,3.8378,5000,154797020.818154,0.939850,0.060150,0.000000,0.000000,1.633369
38.00,3.8473,3.8473,5000,154471711.668536,0.931665,0.068335,0.000000,0.000000,1.627876
38.00,3.8569,3.8569,5000,154152628.121907,0.923548,0.076452,0.000000,0.000000,1.622485
38.00,3.8664,3.8664,5000,153839715.429073,0.915497,0.084503,0.000000,0.000000,1.617195
38.00,3.8759,3.8759,5000,153532919.603595,0.907512,0.092488,0.000000,0.000000,1.612006
38.00,3.8854,3.8854,5000,153232187.290377,0.899590,0.100410,0.000000,0.000000,1.606917
38.00,3.8949,3.8949,5000,152937465.930264,0.891731,0.108269,0.000000,0.000000,1.601926
38.00,3.9044,3.9044,5000,152648703.747962,0.883932,0.116068,0.000000,0.000000,1.597033
38.00,3.9139,3.9139,5000,152365849.743488,0.876193,0.123807,0.000000,0.000000,1.592237
38.00,3.9234,3.9234,5000,152088853.622517,0.868511,0.131489,0.000000,0.000000,1.587537
38.00,3.9329,3.9329,5000,151817666.011904,0.860886,0.139114,0.000000,0.000000,1.582932
38.00,3.9424,3.9424,5000,151552238.320341,0.853316,0.146684,0.000000,0.000000,1.578422
38.00,3.9520,3.9520,5000,151292522.800364,0.845801,0.154199,0.000000,0.000000,1.574005
38.00,3.9615,3.9615,5000,151038472.565569,0.838337,0.161663,0.000000,0.000000,1.569682
38.00,3.9710,3.9710,5000,150790041.570035,0.830925,0.169075,0.000000,0.000000,1.565451
38.00,3.9805,3.9805,5000,150547184.760700,0.823562,0.176438,0.000000,0.000000,1.561311
38.00,3.9900,3.9900,5000,150309857.902687,0.816248,0.183752,0.000000,0.000000,1.557263
38.00,3.9995,3.9995,5000,150078017.732723,0.808981,0.191019,0.000000,0.000000,1.553305
38.00,4.0090,4.0090,5000,149851621.973051,0.801759,0.198241,0.000000,0.000000,1.549436
38.00,4.0185,4.0185,5000,149630629.245531,0.794583,0.205417,0.000000,0.000000,1.545657
38.00,4.0280,4.0280,5000,149414999.197501,0.787449,0.212551,0.000000,0.000000,1.541966
38.00,4.0375,4.0375,5000,149204692.516780,0.780357,0.219643,0.000000,0.000000,1.538363
38.00,4.0470,4.0470,5000,148999670.854854,0.773306,0.226694,0.000000,0.000000,1.534848
38.00,4.0566,4.0566,5000,148799896.945546,0.766294,0.233706,0.000000,0.000000,1.531420
38.00,4.0661,4.0661,5000,148605334.621198,0.759321,0.240679,0.000000,0.000000,1.528078
38.00,4.0756,4.0756,5000,148415948.758855,0.752384,0.247616,0.000000,0.000000,1.524822
38.00,4.0851,4.0851,5000,148231705.335294,0.745483,0.254517,0.000000,0.000000,1.521652
38.00,4.0946,4.0946,5000,148052571.517072,0.738616,0.261384,0.000000,0.000000,1.518567
38.00,4.1041,4.1041,5000,147878515.597163,0.731783,0.268217,0.000000,0.000000,1.515567
38.00,4.1136,4.1136,5000,147709507.034039,0.724981,0.275019,0.000000,0.000000,1.512651
38.00,4.1231,4.1231,5000,147545516.536834,0.718210,0.281790,0.000000,0.000000,1.509819
38.00,4.1326,4.1326,5000,147386515.940864,0.711468,0.288532,0.000000,0.000000,1.507072
38.00,4.1421,4.1421,5000,147232478.449924,0.704754,0.295246,0.000000,0.000000,1.504407
38.00,4.1517,4.1517,5000,147083378.423496,0.698068,0.301932,0.000000,0.000000,1.501826
38.00,4.1612,4.1612,5000,146939191.620104,0.691407,0.308593,0.000000,0.000000,1.499328
38.00,4.1707,4.1707,5000,146799895.073850,0.684771,0.315229,0.000000,0.000000,1.496913
38.00,4.1802,4.1802,5000,146665467.147302,0.678158,0.321842,0.000000,0.000000,1.494580
38.00,4.1897,4.1897,5000,146535887.598849,0.671567,0.328433,0.000000,0.000000,1.492330
38.00,4.1992,4.1992,5000,146411137.569813,0.664997,0.335003,0.000000,0.000000,1.490161
38.00,4.2087,4.2087,5000,146291199.709996,0.658446,0.341554,0.000000,0.000000,1.488075
38.00,4.2182,4.2182,5000,146176057.991574,0.651914,0.348086,0.000000,0.000000,1.486071
38.00,4.2277,4.2277,5000,146065698.000916,0.645399,0.354601,0.000000,0.000000,1.484148
38.00,4.2372,4.2372,5000,145960106.737875,0.638900,0.361100,0.000000,0.000000,1.482308
38.00,4.2467,4.2467,5000,145859272.795698,0.632415,0.367585,0.000000,0.000000,1.480549
38.00,4.2563,4.2563,5000,145763186.346621,0.625945,0.374055,0.000000,0.000000,1.478871
38.00,4.2658,4.2658,5000,145671839.139018,0.619486,0.380514,0.000000,0.000000,1.477276
38.00,4.2753,4.2753,5000,145585224.584706,0.613038,0.386962,0.000000,0.000000,1.475762
38.00,4.2848,4.2848,5000,145503337.738548,0.606600,0.393400,0.000000,0.000000,1.474330
38.00,4.2943,4.2943,5000,145426175.370752,0.600171,0.399829,0.000000,0.000000,1.472980
38.00,4.3038,4.3038,5000,145353735.992165,0.593749,0.406251,0.000000,0.000000,1.471712
38.00,4.3133,4.3133,5000,145286019.877813,0.587332,0.412668,0.000000,0.000000,1.470526
38.00,4.3228,4.3228,5000,145223029.099709,0.580921,0.419079,0.000000,0.000000,1.469422
38.00,4.3323,4.3323,5000,145164767.594284,0.574512,0.425488,0.000000,0.000000,1.468400
38.00,4.3418,4.3418,5000,145111241.154531,0.568106,0.431894,0.000000,0.000000,1.467461
38.00,4.3514,4.3514,5000,145062457.506038,0.561700,0.438300,0.000000,0.000000,1.466605
38.00,4.3609,4.3609,5000,145018426.315367,0.555294,0.444706,0.000000,0.000000,1.465833
38.00,4.3704,4.3704,5000,144979159.252166,0.548886,0.451114,0.000000,0.000000,1.465143
38.00,4.3799,4.3799,5000,144944670.024097,0.542475,0.457525,0.000000,0.000000,1.464538
38.00,4.3894,4.3894,5000,144914974.412877,0.536060,0.463940,0.000000,0.000000,1.464016
38.00,4.3989,4.3989,5000,144890090.320128,0.529638,0.470362,0.000000,0.000000,1.463579
38.00,4.4084,4.4084,5000,144870037.810967,0.523209,0.476791,0.000000,0.000000,1.463226
38.00,4.4179,4.4179,5000,144854839.156868,0.516771,0.483229,0.000000,0.000000,1.462959
38.00,4.4274,4.4274,5000,144844518.888094,0.510324,0.489676,0.000000,0.000000,1.462778
38.00,4.4369,4.4369,5000,144839103.832468,0.503864,0.496136,0.000000,0.000000,1.462683
38.00,4.4464,4.4464,5000,144838623.166513,0.502608,0.497392,0.000000,0.000000,1.462674
38.00,4.4560,4.4560,5000,144843108.465106,0.509095,0.490905,0.000000,0.000000,1.462753
38.00,4.4655,4.4655,5000,144852593.751117,0.515597,0.484403,0.000000,0.000000,1.462920
38.00,4.4750,4.4750,5000,144867115.545949,0.522118,0.477882,0.000000,0.000000,1.463175
38.00,4.4845,4.4845,5000,144886712.927031,0.528657,0.471343,0.000000,0.000000,1.463519
38.00,4.4940,4.4940,5000,144911427.579825,0.535216,0.464784,0.000000,0.000000,1.463954
38.00,4.5035,4.5035,5000,144941303.845093,0.541798,0.458202,0.000000,0.000000,1.464478
38.00,4.5130,4.5130,5000,144976388.789485,0.548403,0.451597,0.000000,0.000000,1.465095
38.00,4.5225,4.5225,5000,145016732.259372,0.555034,0.444966,0.000000,0.000000,1.465803
38.00,4.5320,4.5320,5000,145062386.940864,0.561691,0.438309,0.000000,0.000000,1.466604
38.00,4.5415,4.5415,5000,145113408.399537,0.568377,0.431623,0.000000,0.000000,1.467500
38.00,4.5511,4.5511,5000,145169855.196758,0.575094,0.424906,0.000000,0.000000,1.468490
38.00,4.5606,4.5606,5000,145231788.902680,0.581842,0.418158,0.000000,0.000000,1.469575
38.00,4.5701,4.5701,5000,145299274.170745,0.588624,0.411376,0.000000,0.000000,1.470758
38.00,4.5796,4.5796,5000,145372378.853150,0.595442,0.404558,0.000000,0.000000,1.472038
38.00,4.5891,4.5891,5000,145451173.992576,0.602297,0.397703,0.000000,0.000000,1.473418
38.00,4.5986,4.5986,5000,145535733.964985,0.609191,0.390809,0.000000,0.000000,1.474897
38.00,4.6081,4.6081,5000,145626136.502267,0.616127,0.383873,0.000000,0.000000,1.476477
38.00,4.6176,4.6176,5000,145722462.826458,0.623106,0.376894,0.000000,0.000000,1.478160
38.00,4.6271,4.6271,5000,145824797.633896,0.630129,0.369871,0.000000,0.000000,1.479947
38.00,4.6366,4.6366,5000,145933229.283234,0.637200,0.362800,0.000000,0.000000,1.481839
38.00,4.6461,4.6461,5000,146047849.799440,0.644320,0.355680,0.000000,0.000000,1.483838
38.00,4.6557,4.6557,5000,146168754.999166,0.651491,0.348509,0.000000,0.000000,1.485944
38.00,4.6652,4.6652,5000,146296044.529492,0.658716,0.341284,0.000000,0.000000,1.488160
38.00,4.6747,4.6747,5000,146429822.065666,0.665996,0.334004,0.000000,0.000000,1.490486
38.00,4.6842,4.6842,5000,146570195.232119,0.673334,0.326666,0.000000,0.000000,1.492926
38.00,4.6937,4.6937,5000,146717275.821003,0.680733,0.319267,0.000000,0.000000,1.495480
38.00,4.7032,4.7032,5000,146871179.917247,0.688193,0.311807,0.000000,0.000000,1.498150
38.00,4.7127,4.7127,5000,147032027.860190,0.695719,0.304281,0.000000,0.000000,1.500937
38.00,4.7222,4.7222,5000,147199944.450598,0.703312,0.296688,0.000000,0.000000,1.503845
38.00,4.7317,4.7317,5000,147375059.015082,0.710976,0.289024,0.000000,0.000000,1.506874
38.00,4.7412,4.7412,5000,147557505.571449,0.718711,0.281289,0.000000,0.000000,1.510027
38.00,4.7508,4.7508,5000,147747422.835269,0.726522,0.273478,0.000000,0.000000,1.513306
38.00,4.7603,4.7603,5000,147944954.412742,0.734411,0.265589,0.000000,0.000000,1.516713
38.00,4.7698,4.7698,5000,148150248.921856,0.742381,0.257619,0.000000,0.000000,1.520250
38.00,4.7793,4.7793,5000,148363460.019201,0.750435,0.249565,0.000000,0.000000,1.523919
38.00,4.7888,4.7888,5000,148584746.626763,0.758575,0.241425,0.000000,0.000000,1.527724
38.00,4.7983,4.7983,5000,148814273.065952,0.766804,0.233196,0.000000,0.000000,1.531667
38.00,4.8078,4.8078,5000,149052209.056162,0.775127,0.224873,0.000000,0.000000,1.535749
38.00,4.8173,4.8173,5000,149298730.009643,0.783546,0.216454,0.000000,0.000000,1.539975
38.00,4.8268,4.8268,5000,149554017.083151,0.792064,0.207936,0.000000,0.000000,1.544346
38.00,4.8363,4.8363,5000,149818257.266053,0.800685,0.199315,0.000000,0.000000,1.548866
38.00,4.8458,4.8458,5000,150091643.638958,0.809412,0.190588,0.000000,0.000000,1.553538
38.00,4.8554,4.8554,5000,150374375.532162,0.818249,0.181751,0.000000,0.000000,1.558364
38.00,4.8649,4.8649,5000,150666658.538653,0.827200,0.172800,0.000000,0.000000,1.563349
38.00,4.8744,4.8744,5000,150968704.814039,0.836268,0.163732,0.000000,0.000000,1.568495
38.00,4.8839,4.8839,5000,151280733.129411,0.845457,0.154543,0.000000,0.000000,1.573805
38.00,4.8934,4.8934,5000,151602969.175216,0.854772,0.145228,0.000000,0.000000,1.579285
38.00,4.9029,4.9029,5000,151935645.598871,0.864217,0.135783,0.000000,0.000000,1.584936
38.00,4.9124,4.9124,5000,152279002.261922,0.873796,0.126204,0.000000,0.000000,1.590764
38.00,4.9219,4.9219,5000,152633286.427608,0.883513,0.116487,0.000000,0.000000,1.596772
38.00,4.9314,4.9314,5000,152998752.884752,0.893374,0.106626,0.000000,0.000000,1.602964
38.00,4.9409,4.9409,5000,153375664.232270,0.903382,0.096618,0.000000,0.000000,1.609346
38.00,4.9505,4.9505,5000,153764291.014176,0.913543,0.086457,0.000000,0.000000,1.615920
38.00,4.9600,4.9600,5000,154164911.898976,0.923863,0.076137,0.000000,0.000000,1.622693
38.00,4.9695,4.9695,5000,154577813.990679,0.934345,0.065655,0.000000,0.000000,1.629668
38.00,4.9790,4.9790,5000,155003293.083619,0.944996,0.055004,0.000000,0.000000,1.636851
38.00,4.9885,4.9885,5000,155441653.682251,0.955822,0.044178,0.000000,0.000000,1.644248
38.00,4.9980,4.9980,5000,155893209.443209,0.966828,0.033172,0.000000,0.000000,1.651863
38.00,5.0075,5.0075,5000,156358283.255402,0.978019,0.021981,0.000000,0.000000,1.659703
38.00,5.0170,5.0170,5000,156837207.687023,0.989404,0.010596,0.000000,0.000000,1.667772
38.00,5.0265,5.0265,5000,157330265.011057,1.000000,0.000000,0.000000,0.000000,1.675091
38.00,5.0360,5.0360,5000,157828029.610132,1.000000,0.000000,0.000000,0.000000,1.671851
38.00,5.0455,5.0455,5000,158323489.601942,1.000000,0.000000,0.000000,0.000000,1.668647
38.00,5.0551,5.0551,5000,158816621.651847,1.000000,0.000000,0.000000,0.000000,1.665479
38.00,5.0646,5.0646,5000,159307402.310984,1.000000,0.000000,0.000000,0.000000,1.662348
38.00,5.0741,5.0741,5000,159795808.386256,1.000000,0.000000,0.000000,0.000000,1.659251
38.00,5.0836,5.0836,5000,160281816.514599,1.000000,0.000000,0.000000,0.000000,1.656191
38.00,5.0931,5.0931,5000,160765403.428812,1.000000,0.000000,0.000000,0.000000,1.653165
38.00,5.1026,5.1026,5000,161246545.967991,1.000000,0.000000,0.000000,0.000000,1.650173
38.00,5.1121,5.1121,5000,161725220.968347,1.000000,0.000000,0.000000,0.000000,1.647216
38.00,5.1216,5.1216,5000,162201405.360775,1.000000,0.000000,0.000000,0.000000,1.644293
38.00,5.1311,5.1311,5000,162675075.867635,1.000000,0.000000,0.000000,0.000000,1.641404
38.00,5.1406,5.1406,5000,163146209.532102,1.000000,0.000000,0.000000,0.000000,1.638547
38.00,5.1502,5.1502,5000,163614783.319247,1.000000,0.000000,0.000000,0.000000,1.635724
38.00,5.1597,5.1597,5000,164080774.157106,1.000000,0.000000,0.000000,0.000000,1.632934
38.00,5.1692,5.1692,5000,164544159.195866,1.000000,0.000000,0.000000,0.000000,1.630176
38.00,5.1787,5.1787,5000,165004915.395016,1.000000,0.000000,0.000000,0.000000,1.627450
38.00,5.1882,5.1882,5000,165463019.871105,1.000000,0.000000,0.000000,0.000000,1.624756
38.00,5.1977,5.1977,5000,165918449.749120,1.000000,0.000000,0.000000,0.000000,1.622093
38.00,5.2072,5.2072,5000,166371182.153288,1.000000,0.000000,0.000000,0.000000,1.619462
38.00,5.2167,5.2167,5000,166821194.302578,1.000000,0.000000,0.000000,0.000000,1.616862
38.00,5.2262,5.2262,5000,167268463.422277,1.000000,0.000000,0.000000,0.000000,1.614293
38.00,5.2357,5.2357,5000,167712966.687937,1.000000,0.000000,0.000000,0.000000,1.611754
38.00,5.2452,5.2452,5000,168154681.378087,1.000000,0.000000,0.000000,0.000000,1.609245
38.00,5.2548,5.2548,5000,168593584.842225,1.000000,0.000000,0.000000,0.000000,1.606767
38.00,5.2643,5.2643,5000,169029654.351174,1.000000,0.000000,0.000000,0.000000,1.604318
38.00,5.2738,5.2738,5000,169462867.231519,1.000000,0.000000,0.000000,0.000000,1.601899
38.00,5.2833,5.2833,5000,169893200.917033,1.000000,0.000000,0.000000,0.000000,1.599508
38.00,5.2928,5.2928,5000,170320632.714512,1.000000,0.000000,0.000000,0.000000,1.597147
38.00,5.3023,5.3023,5000,170745140.116642,1.000000,0.000000,0.000000,0.000000,1.594815
38.00,5.3118,5.3118,5000,171166700.532939,1.000000,0.000000,0.000000,0.000000,1.592511
38.00,5.3213,5.3213,5000,171585291.412633,1.000000,0.000000,0.000000,0.000000,1.590236
38.00,5.3308,5.3308,5000,172000890.275393,1.000000,0.000000,0.000000,0.000000,1.587988
38.00,5.3403,5.3403,5000,172413474.580521,1.000000,0.000000,0.000000,0.000000,1.585769
38.00,5.3498,5.3498,5000,172823021.867817,1.000000,0.000000,0.000000,0.000000,1.583577
38.00,5.3594,5.3594,5000,173229509.695817,1.000000,0.000000,0.000000,0.000000,1.581413
38.00,5.3689,5.3689,5000,173632915.644215,1.000000,0.000000,0.000000,0.000000,1.579276
38.00,5.3784,5.3784,5000,174033217.247439,1.000000,0.000000,0.000000,0.000000,1.577166
38.00,5.3879,5.3879,5000,174430392.159281,1.000000,0.000000,0.000000,0.000000,1.575082
38.00,5.3974,5.3974,5000,174824417.936324,1.000000,0.000000,0.000000,0.000000,1.573026
38.00,5.4069,5.4069,5000,175215272.274019,1.000000,0.000000,0.000000,0.000000,1.570996
38.00,5.4164,5.4164,5000,175602932.797218,1.000000,0.000000,0.000000,0.000000,1.568992
38.00,5.4259,5.4259,5000,175987377.132929,1.000000,0.000000,0.000000,0.000000,1.567014
38.00,5.4354,5.4354,5000,176368583.032451,1.000000,0.000000,0.000000,0.000000,1.565062
38.00,5.4449,5.4449,5000,176746528.125429,1.000000,0.000000,0.000000,0.000000,1.563136
38.00,5.4545,5.4545,5000,177121190.086060,1.000000,0.000000,0.000000,0.000000,1.561236
38.00,5.4640,5.4640,5000,177492546.782263,1.000000,0.000000,0.000000,0.000000,1.559360
38.00,5.4735,5.4735,5000,177860575.734043,1.000000,0.000000,0.000000,0.000000,1.557510
38.00,5.4830,5.4830,5000,178225254.836246,1.000000,0.000000,0.000000,0.000000,1.555685
38.00,5.4925,5.4925,5000,178586561.784354,1.000000,0.000000,0.000000,0.000000,1.553885
38.00,5.5020,5.5020,5000,178944474.298364,1.000000,0.000000,0.000000,0.000000,1.552110
38.00,5.5115,5.5115,5000,179298970.173422,1.000000,0.000000,0.000000,0.000000,1.550359
38.00,5.5210,5.5210,5000,179650027.238743,1.000000,0.000000,0.000000,0.000000,1.548632
38.00,5.5305,5.5305,5000,179997623.151305,1.000000,0.000000,0.000000,0.000000,1.546930
38.00,5.5400,5.5400,5000,180341735.787229,1.000000,0.000000,0.000000,0.000000,1.545252
38.00,5.5495,5.5495,5000,180682342.894761,1.000000,0.000000,0.000000,0.000000,1.543597
38.00,5.5591,5.5591,5000,181019422.297446,1.000000,0.000000,0.000000,0.000000,1.541967
38.00,5.5686,5.5686,5000,181352951.765119,1.000000,0.000000,0.000000,0.000000,1.540360
38.00,5.5781,5.5781,5000,181682909.133381,1.000000,0.000000,0.000000,0.000000,1.538777
38.00,5.5876,5.5876,5000,182009272.129211,1.000000,0.000000,0.000000,0.000000,1.537217
38.00,5.5971,5.5971,5000,182332018.642306,1.000000,0.000000,0.000000,0.000000,1.535680
38.00,5.6066,5.6066,5000,182651126.407369,1.000000,0.000000,0.000000,0.000000,1.534167
38.00,5.6161,5.6161,5000,182966573.284422,1.000000,0.000000,0.000000,0.000000,1.532677
38.00,5.6256,5.6256,5000,183278337.023471,1.000000,0.000000,0.000000,0.000000,1.531209
38.00,5.6351,5.6351,5000,183586395.520260,1.000000,0.000000,0.000000,0.000000,1.529764
38.00,5.6446,5.6446,5000,183890726.486442,1.000000,0.000000,0.000000,0.000000,1.528342
38.00,5.6542,5.6542,5000,184191307.702475,1.000000,0.000000,0.000000,0.000000,1.526943
38.00,5.6637,5.6637,5000,184488116.999724,1.000000,0.000000,0.000000,0.000000,1.525566
38.00,5.6732,5.6732,5000,184781132.190257,1.000000,0.000000,0.000000,0.000000,1.524211
38.00,5.6827,5.6827,5000,185070331.028081,1.000000,0.000000,0.000000,0.000000,1.522879
38.00,5.6922,5.6922,5000,185355691.289956,1.000000,0.000000,0.000000,0.000000,1.521568
38.00,5.7017,5.7017,5000,185637190.713596,1.000000,0.000000,0.000000,0.000000,1.520280
38.00,5.7112,5.7112,5000,185914807.118412,1.000000,0.000000,0.000000,0.000000,1.519014
38.00,5.7207,5.7207,5000,186188518.221381,1.000000,0.000000,0.000000,0.000000,1.517769
38.00,5.7302,5.7302,5000,186458301.746317,1.000000,0.000000,0.000000,0.000000,1.516547
38.00,5.7397,5.7397,5000,186724135.454542,1.000000,0.000000,0.000000,0.000000,1.515346
38.00,5.7492,5.7492,5000,186985997.063363,1.000000,0.000000,0.000000,0.000000,1.514166
38.00,5.7588,5.7588,5000,187243864.295712,1.000000,0.000000,0.000000,0.000000,1.513008
38.00,5.7683,5.7683,5000,187497714.806689,1.000000,0.000000,0.000000,0.000000,1.511872
38.00,5.7778,5.7778,5000,187747526.318851,1.000000,0.000000,0.000000,0.000000,1.510757
38.00,5.7873,5.7873,5000,187993276.495903,1.000000,0.000000,0.000000,0.000000,1.509663
38.00,5.7968,5.7968,5000,188234942.977251,1.000000,0.000000,0.000000,0.000000,1.508591
38.00,5.8063,5.8063,5000,188472503.394509,1.000000,0.000000,0.000000,0.000000,1.507539
38.00,5.8158,5.8158,5000,188705935.406673,1.000000,0.000000,0.000000,0.000000,1.506509
38.00,5.8253,5.8253,5000,188935216.598154,1.000000,0.000000,0.000000,0.000000,1.505500
38.00,5.8348,5.8348,5000,189160324.565460,1.000000,0.000000,0.000000,0.000000,1.504512
38.00,5.8443,5.8443,5000,189381236.876644,1.000000,0.000000,0.000000,0.000000,1.503544
38.00,5.8539,5.8539,5000,189597931.105889,1.000000,0.000000,0.000000,0.000000,1.502598
38.00,5.8634,5.8634,5000,189810384.736168,1.000000,0.000000,0.000000,0.000000,1.501672
38.00,5.8729,5.8729,5000,190018575.329997,1.000000,0.000000,0.000000,0.000000,1.500767
38.00,5.8824,5.8824,5000,190222480.321923,1.000000,0.000000,0.000000,0.000000,1.499883
38.00,5.8919,5.8919,5000,190422077.235450,1.000000,0.000000,0.000000,0.000000,1.499020
38.00,5.9014,5.9014,5000,190617343.485044,1.000000,0.000000,0.000000,0.000000,1.498177
38.00,5.9109,5.9109,5000,190808256.516698,1.000000,0.000000,0.000000,0.000000,1.497355
38.00,5.9204,5.9204,5000,190994793.721379,1.000000,0.000000,0.000000,0.000000,1.496553
38.00,5.9299,5.9299,5000,191176932.444853,1.000000,0.000000,0.000000,0.000000,1.495772
38.00,5.9394,5.9394,5000,191354650.083065,1.000000,0.000000,0.000000,0.000000,1.495012
38.00,5.9489,5.9489,5000,191527923.912062,1.000000,0.000000,0.000000,0.000000,1.494272
38.00,5.9585,5.9585,5000,191696731.257110,1.000000,0.000000,0.000000,0.000000,1.493552
38.00,5.9680,5.9680,5000,191861049.395598,1.000000,0.000000,0.000000,0.000000,1.492853
38.00,5.9775,5.9775,5000,192020855.533450,1.000000,0.000000,0.000000,0.000000,1.492175
38.00,5.9870,5.9870,5000,192176126.890387,1.000000,0.000000,0.000000,0.000000,1.491517
38.00,5.9965,5.9965,5000,192326840.671656,1.000000,0.000000,0.000000,0.000000,1.490879
38.00,6.0060,6.0060,5000,192472974.035150,1.000000,0.000000,0.000000,0.000000,1.490262
38.00,6.0155,6.0155,5000,192614504.058798,1.000000,0.000000,0.000000,0.000000,1.489665
