freq_GHz,a,b,D,C,p_opt1,p_opt2,sigma2_1,sigma2_2,mu
18.00,3.2007,3.2007,10000,206344193.623084,1.000000,0.000000,0.000000,0.000000,1.436052
18.00,3.2102,3.2102,10000,206330735.939458,1.000000,0.000000,0.000000,0.000000,1.436101
18.00,3.2197,3.2197,10000,206317158.093682,1.000000,0.000000,0.000000,0.000000,1.436150
18.00,3.2292,3.2292,10000,206303459.335341,1.000000,0.000000,0.000000,0.000000,1.436200
18.00,3.2387,3.2387,10000,206289638.980737,1.000000,0.000000,0.000000,0.000000,1.436250
18.00,3.2482,3.2482,10000,206275696.303316,1.000000,0.000000,0.000000,0.000000,1.436300
18.00,3.2578,3.2578,10000,206261630.587451,1.000000,0.000000,0.000000,0.000000,1.436351
18.00,3.2673,3.2673,10000,206247441.090981,1.000000,0.000000,0.000000,0.000000,1.436403
18.00,3.2768,3.2768,10000,206233127.110843,1.000000,0.000000,0.000000,0.000000,1.436454
18.00,3.2863,3.2863,10000,206218687.933330,1.000000,0.000000,0.000000,0.000000,1.436507
18.00,3.2958,3.2958,10000,206204122.794901,1.000000,0.000000,0.000000,0.000000,1.436559
18.00,3.3053,3.3053,10000,206189430.977056,1.000000,0.000000,0.000000,0.000000,1.436613
18.00,3.3148,3.3148,10000,206174611.751013,1.000000,0.000000,0.000000,0.000000,1.436666
18.00,3.3243,3.3243,10000,206159664.381324,1.000000,0.000000,0.000000,0.000000,1.436721
18.00,3.3338,3.3338,10000,206144588.143061,1.000000,0.000000,0.000000,0.000000,1.436775
18.00,3.3433,3.3433,10000,206129382.272167,1.000000,0.000000,0.000000,0.000000,1.436830
18.00,3.3529,3.3529,10000,206114046.026009,1.000000,0.000000,0.000000,0.000000,1.436886
18.00,3.3624,3.3624,10000,206098578.694444,1.000000,0.000000,0.000000,0.000000,1.436942
18.00,3.3719,3.3719,10000,206082979.487090,1.000000,0.000000,0.000000,0.000000,1.436999
18.00,3.3814,3.3814,10000,206067247.691002,1.000000,0.000000,0.000000,0.000000,1.437056
18.00,3.3909,3.3909,10000,206051382.535849,1.000000,0.000000,0.000000,0.000000,1.437113
18.00,3.4004,3.4004,10000,206035383.287299,1.000000,0.000000,0.000000,0.000000,1.437171
18.00,3.4099,3.4099,10000,206019249.166847,1.000000,0.000000,0.000000,0.000000,1.437230
18.00,3.4194,3.4194,10000,206002979.450523,1.000000,0.000000,0.000000,0.000000,1.437289
18.00,3.4289,3.4289,10000,205986573.357544,1.000000,0.000000,0.000000,0.000000,1.437348
18.00,3.4384,3.4384,10000,205970030.132813,1.000000,0.000000,0.000000,0.000000,1.437409
18.00,3.4479,3.4479,10000,205953348.976716,1.000000,0.000000,0.000000,0.000000,1.437469
18.00,3.4575,3.4575,10000,205936529.208133,1.000000,0.000000,0.000000,0.000000,1.437530
18.00,3.4670,3.4670,10000,205919569.967675,1.000000,0.000000,0.000000,0.000000,1.437592
18.00,3.4765,3.4765,10000,205902470.560156,1.000000,0.000000,0.000000,0.000000,1.437654
18.00,3.4860,3.4860,10000,205885230.180820,1.000000,0.000000,0.000000,0.000000,1.437717
18.00,3.4955,3.4955,10000,205867848.027145,1.000000,0.000000,0.000000,0.000000,1.437780
18.00,3.5050,3.5050,10000,205850323.370223,1.000000,0.000000,0.000000,0.000000,1.437844
18.00,3.5145,3.5145,10000,205832655.428688,1.000000,0.000000,0.000000,0.000000,1.437908
18.00,3.5240,3.5240,10000,205814843.384491,1.000000,0.000000,0.000000,0.000000,1.437973
18.00,3.5335,3.5335,10000,205796886.511649,1.000000,0.000000,0.000000,0.000000,1.438038
18.00,3.5430,3.5430,10000,205778783.984624,1.000000,0.000000,0.000000,0.000000,1.438104
18.00,3.5526,3.5526,10000,205760535.009851,1.000000,0.000000,0.000000,0.000000,1.438170
18.00,3.5621,3.5621,10000,205742138.840866,1.000000,0.000000,0.000000,0.000000,1.438237
18.00,3.5716,3.5716,10000,205723594.656498,1.000000,0.000000,0.000000,0.000000,1.438305
18.00,3.5811,3.5811,10000,205704901.654194,1.000000,0.000000,0.000000,0.000000,1.438373
18.00,3.5906,3.5906,10000,205686059.079625,1.000000,0.000000,0.000000,0.000000,1.438441
18.00,3.6001,3.6001,10000,205667066.096402,1.000000,0.000000,0.000000,0.000000,1.438511
18.00,3.6096,3.6096,10000,205647921.905842,1.000000,0.000000,0.000000,0.000000,1.438580
18.00,3.6191,3.6191,10000,205628625.757052,1.000000,0.000000,0.000000,0.000000,1.438651
18.00,3.6286,3.6286,10000,205609176.767694,1.000000,0.000000,0.000000,0.000000,1.438722
18.00,3.6381,3.6381,10000,205589574.199666,1.000000,0.000000,0.000000,0.000000,1.438793
18.00,3.6476,3.6476,10000,205569817.216555,1.000000,0.000000,0.000000,0.000000,1.438865
18.00,3.6572,3.6572,10000,205549905.004011,1.000000,0.000000,0.000000,0.000000,1.438938
18.00,3.6667,3.6667,10000,205529836.756183,1.000000,0.000000,0.000000,0.000000,1.439011
18.00,3.6762,3.6762,10000,205509611.681301,1.000000,0.000000,0.000000,0.000000,1.439085
18.00,3.6857,3.6857,10000,205489228.929115,1.000000,0.000000,0.000000,0.000000,1.439159
18.00,3.6952,3.6952,10000,205468687.669216,1.000000,0.000000,0.000000,0.000000,1.439234
18.00,3.7047,3.7047,10000,205447987.159800,1.000000,0.000000,0.000000,0.000000,1.439310
18.00,3.7142,3.7142,10000,205427126.494289,1.000000,0.000000,0.000000,0.000000,1.439386
18.00,3.7237,3.7237,10000,205406104.877733,1.000000,0.000000,0.000000,0.000000,1.439463
18.00,3.7332,3.7332,10000,205384921.482908,1.000000,0.000000,0.000000,0.000000,1.439540
18.00,3.7427,3.7427,10000,205363575.467912,1.000000,0.000000,0.000000,0.000000,1.439618
18.00,3.7523,3.7523,10000,205342066.049013,1.000000,0.000000,0.000000,0.000000,1.439697
18.00,3.7618,3.7618,10000,205320392.326370,1.000000,0.000000,0.000000,0.000000,1.439776
18.00,3.7713,3.7713,10000,205298553.497592,1.000000,0.000000,0.000000,0.000000,1.439856
18.00,3.7808,3.7808,10000,205276548.738743,1.000000,0.000000,0.000000,0.000000,1.439937
18.00,3.7903,3.7903,10000,205254377.196733,1.000000,0.000000,0.000000,0.000000,1.440018
18.00,3.7998,3.7998,10000,205232038.030599,1.000000,0.000000,0.000000,0.000000,1.440099
18.00,3.8093,3.8093,10000,205209530.366161,1.000000,0.000000,0.000000,0.000000,1.440182
18.00,3.8188,3.8188,10000,205186853.408521,1.000000,0.000000,0.000000,0.000000,1.440265
18.00,3.8283,3.8283,10000,205164006.263311,1.000000,0.000000,0.000000,0.000000,1.440349
18.00,3.8378,3.8378,10000,205140988.139234,1.000000,0.000000,0.000000,0.000000,1.440433
18.00,3.8473,3.8473,10000,205117798.111412,1.000000,0.000000,0.000000,0.000000,1.440518
18.00,3.8569,3.8569,10000,205094435.373818,1.000000,0.000000,0.000000,0.000000,1.440604
18.00,3.8664,3.8664,10000,205070899.043754,1.000000,0.000000,0.000000,0.000000,1.440690
18.00,3.8759,3.8759,10000,205047188.292307,1.000000,0.000000,0.000000,0.000000,1.440777
18.00,3.8854,3.8854,10000,205023302.235937,1.000000,0.000000,0.000000,0.000000,1.440864
18.00,3.8949,3.8949,10000,204999240.012727,1.000000,0.000000,0.000000,0.000000,1.440953
18.00,3.9044,3.9044,10000,204975000.741719,1.000000,0.000000,0.000000,0.000000,1.441042
18.00,3.9139,3.9139,10000,204950583.606041,1.000000,0.000000,0.000000,0.000000,1.441131
18.00,3.9234,3.9234,10000,204925987.687632,1.000000,0.000000,0.000000,0.000000,1.441222
18.00,3.9329,3.9329,10000,204901212.111657,1.000000,0.000000,0.000000,0.000000,1.441313
18.00,3.9424,3.9424,10000,204876256.048487,1.000000,0.000000,0.000000,0.000000,1.441404
18.00,3.9520,3.9520,10000,204851118.569069,1.000000,0.000000,0.000000,0.000000,1.441497
18.00,3.9615,3.9615,10000,204825798.839432,1.000000,0.000000,0.000000,0.000000,1.441590
18.00,3.9710,3.9710,10000,204800295.959123,1.000000,0.000000,0.000000,0.000000,1.441684
18.00,3.9805,3.9805,10000,204774609.047342,1.000000,0.000000,0.000000,0.000000,1.441778
18.00,3.9900,3.9900,10000,204748737.213223,1.000000,0.000000,0.000000,0.000000,1.441873
18.00,3.9995,3.9995,10000,204722679.572928,1.000000,0.000000,0.000000,0.000000,1.441969
18.00,4.0090,4.0090,10000,204696435.219109,1.000000,0.000000,0.000000,0.000000,1.442066
18.00,4.0185,4.0185,10000,204670003.310853,1.000000,0.000000,0.000000,0.000000,1.442163
18.00,4.0280,4.0280,10000,204643382.927816,1.000000,0.000000,0.000000,0.000000,1.442261
18.00,4.0375,4.0375,10000,204616573.144519,1.000000,0.000000,0.000000,0.000000,1.442360
18.00,4.0470,4.0470,10000,204589573.119867,1.000000,0.000000,0.000000,0.000000,1.442460
18.00,4.0566,4.0566,10000,204562381.911451,1.000000,0.000000,0.000000,0.000000,1.442560
18.00,4.0661,4.0661,10000,204534998.602591,1.000000,0.000000,0.000000,0.000000,1.442661
18.00,4.0756,4.0756,10000,204507422.369804,1.000000,0.000000,0.000000,0.000000,1.442763
18.00,4.0851,4.0851,10000,204479652.228757,1.000000,0.000000,0.000000,0.000000,1.442865
18.00,4.0946,4.0946,10000,204451687.292974,1.000000,0.000000,0.000000,0.000000,1.442968
18.00,4.1041,4.1041,10000,204423526.637866,1.000000,0.000000,0.000000,0.000000,1.443072
18.00,4.1136,4.1136,10000,204395169.416048,1.000000,0.000000,0.000000,0.000000,1.443177
18.00,4.1231,4.1231,10000,204366614.611618,1.000000,0.000000,0.000000,0.000000,1.443283
18.00,4.1326,4.1326,10000,204337861.384172,1.000000,0.000000,0.000000,0.000000,1.443389
18.00,4.1421,4.1421,10000,204308908.786633,1.000000,0.000000,0.000000,0.000000,1.443496
18.00,4.1517,4.1517,10000,204279755.912610,1.000000,0.000000,0.000000,0.000000,1.443604
18.00,4.1612,4.1612,10000,204250401.800810,1.000000,0.000000,0.000000,0.000000,1.443712
18.00,4.1707,4.1707,10000,204220845.569268,1.000000,0.000000,0.000000,0.000000,1.443822
18.00,4.1802,4.1802,10000,204191086.267540,1.000000,0.000000,0.000000,0.000000,1.443932
18.00,4.1897,4.1897,10000,204161122.966665,1.000000,0.000000,0.000000,0.000000,1.444043
18.00,4.1992,4.1992,10000,204130954.741420,1.000000,0.000000,0.000000,0.000000,1.444155
18.00,4.2087,4.2087,10000,204100580.663735,1.000000,0.000000,0.000000,0.000000,1.444267
18.00,4.2182,4.2182,10000,204069999.771145,1.000000,0.000000,0.000000,0.000000,1.444381
18.00,4.2277,4.2277,10000,204039211.146016,1.000000,0.000000,0.000000,0.000000,1.444495
18.00,4.2372,4.2372,10000,204008213.854484,1.000000,0.000000,0.000000,0.000000,1.444610
18.00,4.2467,4.2467,10000,203977006.930803,1.000000,0.000000,0.000000,0.000000,1.444725
18.00,4.2563,4.2563,10000,203945589.461679,1.000000,0.000000,0.000000,0.000000,1.444842
18.00,4.2658,4.2658,10000,203913960.455798,1.000000,0.000000,0.000000,0.000000,1.444960
18.00,4.2753,4.2753,10000,203882119.006900,1.000000,0.000000,0.000000,0.000000,1.445078
18.00,4.2848,4.2848,10000,203850064.138532,1.000000,0.000000,0.000000,0.000000,1.445197
18.00,4.2943,4.2943,10000,203817794.896459,1.000000,0.000000,0.000000,0.000000,1.445317
18.00,4.3038,4.3038,10000,203785310.362181,1.000000,0.000000,0.000000,0.000000,1.445438
18.00,4.3133,4.3133,10000,203752609.491921,1.000000,0.000000,0.000000,0.000000,1.445559
18.00,4.3228,4.3228,10000,203719691.428077,1.000000,0.000000,0.000000,0.000000,1.445682
18.00,4.3323,4.3323,10000,203686555.125291,1.000000,0.000000,0.000000,0.000000,1.445805
18.00,4.3418,4.3418,10000,203653199.675535,1.000000,0.000000,0.000000,0.000000,1.445929
18.00,4.3514,4.3514,10000,203619624.106649,1.000000,0.000000,0.000000,0.000000,1.446054
18.00,4.3609,4.3609,10000,203585827.414656,1.000000,0.000000,0.000000,0.000000,1.446180
18.00,4.3704,4.3704,10000,203551808.652468,1.000000,0.000000,0.000000,0.000000,1.446307
18.00,4.3799,4.3799,10000,203517566.850195,1.000000,0.000000,0.000000,0.000000,1.446435
18.00,4.3894,4.3894,10000,203483101.020151,1.000000,0.000000,0.000000,0.000000,1.446563
18.00,4.3989,4.3989,10000,203448410.201445,1.000000,0.000000,0.000000,0.000000,1.446693
18.00,4.4084,4.4084,10000,203413493.384776,1.000000,0.000000,0.000000,0.000000,1.446823
18.00,4.4179,4.4179,10000,203378349.619475,1.000000,0.000000,0.000000,0.000000,1.446955
18.00,4.4274,4.4274,10000,203342977.904893,1.000000,0.000000,0.000000,0.000000,1.447087
18.00,4.4369,4.4369,10000,203307377.263209,1.000000,0.000000,0.000000,0.000000,1.447220
18.00,4.4464,4.4464,10000,203271546.702094,1.000000,0.000000,0.000000,0.000000,1.447354
18.00,4.4560,4.4560,10000,203235485.240711,1.000000,0.000000,0.000000,0.000000,1.447489
18.00,4.4655,4.4655,10000,203199191.855564,1.000000,0.000000,0.000000,0.000000,1.447624
18.00,4.4750,4.4750,10000,203162665.627372,1.000000,0.000000,0.000000,0.000000,1.447761
18.00,4.4845,4.4845,10000,203125905.447396,1.000000,0.000000,0.000000,0.000000,1.447899
18.00,4.4940,4.4940,10000,203088910.393308,1.000000,0.000000,0.000000,0.000000,1.448037
18.00,4.5035,4.5035,10000,203051679.465784,1.000000,0.000000,0.000000,0.000000,1.448177
18.00,4.5130,4.5130,10000,203014211.633257,1.000000,0.000000,0.000000,0.000000,1.448318
18.00,4.5225,4.5225,10000,202976505.897975,1.000000,0.000000,0.000000,0.000000,1.448459
18.00,4.5320,4.5320,10000,202938561.246450,1.000000,0.000000,0.000000,0.000000,1.448601
18.00,4.5415,4.5415,10000,202900376.694307,1.000000,0.000000,0.000000,0.000000,1.448745
18.00,4.5511,4.5511,10000,202861951.219066,1.000000,0.000000,0.000000,0.000000,1.448889
18.00,4.5606,4.5606,10000,202823283.775695,1.000000,0.000000,0.000000,0.000000,1.449034
18.00,4.5701,4.5701,10000,202784373.415026,1.000000,0.000000,0.000000,0.000000,1.449181
18.00,4.5796,4.5796,10000,202745219.043500,1.000000,0.000000,0.000000,0.000000,1.449328
18.00,4.5891,4.5891,10000,202705819.673775,1.000000,0.000000,0.000000,0.000000,1.449476
18.00,4.5986,4.5986,10000,202666174.299524,1.000000,0.000000,0.000000,0.000000,1.449625
18.00,4.6081,4.6081,10000,202626281.832397,1.000000,0.000000,0.000000,0.000000,1.449776
18.00,4.6176,4.6176,10000,202586141.356843,1.000000,0.000000,0.000000,0.000000,1.449927
18.00,4.6271,4.6271,10000,202545751.731632,1.000000,0.000000,0.000000,0.000000,1.450079
18.00,4.6366,4.6366,10000,202505111.985239,1.000000,0.000000,0.000000,0.000000,1.450232
18.00,4.6461,4.6461,10000,202464221.099299,1.000000,0.000000,0.000000,0.000000,1.450387
18.00,4.6557,4.6557,10000,202423078.001154,1.000000,0.000000,0.000000,0.000000,1.450542
18.00,4.6652,4.6652,10000,202381681.654532,1.000000,0.000000,0.000000,0.000000,1.450698
18.00,4.6747,4.6747,10000,202340031.031449,1.000000,0.000000,0.000000,0.000000,1.450855
18.00,4.6842,4.6842,10000,202298125.107443,1.000000,0.000000,0.000000,0.000000,1.451014
18.00,4.6937,4.6937,10000,202255962.773626,1.000000,0.000000,0.000000,0.000000,1.451173
18.00,4.7032,4.7032,10000,202213543.055355,1.000000,0.000000,0.000000,0.000000,1.451334
18.00,4.7127,4.7127,10000,202170864.873178,1.000000,0.000000,0.000000,0.000000,1.451495
18.00,4.7222,4.7222,10000,202127927.188730,1.000000,0.000000,0.000000,0.000000,1.451658
18.00,4.7317,4.7317,10000,202084728.951500,1.000000,0.000000,0.000000,0.000000,1.451821
18.00,4.7412,4.7412,10000,202041269.071572,1.000000,0.000000,0.000000,0.000000,1.451986
18.00,4.7508,4.7508,10000,201997546.521945,1.000000,0.000000,0.000000,0.000000,1.452152
18.00,4.7603,4.7603,10000,201953560.254785,1.000000,0.000000,0.000000,0.000000,1.452319
18.00,4.7698,4.7698,10000,201909309.176393,1.000000,0.000000,0.000000,0.000000,1.452487
18.00,4.7793,4.7793,10000,201864792.238819,1.000000,0.000000,0.000000,0.000000,1.452656
18.00,4.7888,4.7888,10000,201820008.368118,1.000000,0.000000,0.000000,0.000000,1.452826
18.00,4.7983,4.7983,10000,201774956.526316,1.000000,0.000000,0.000000,0.000000,1.452997
18.00,4.8078,4.8078,10000,201729635.615788,1.000000,0.000000,0.000000,0.000000,1.453170
18.00,4.8173,4.8173,10000,201684044.581713,1.000000,0.000000,0.000000,0.000000,1.453343
18.00,4.8268,4.8268,10000,201638182.321234,1.000000,0.000000,0.000000,0.000000,1.453518
18.00,4.8363,4.8363,10000,201592047.766440,1.000000,0.000000,0.000000,0.000000,1.453693
18.00,4.8458,4.8458,10000,201545639.884280,1.000000,0.000000,0.000000,0.000000,1.453870
18.00,4.8554,4.8554,10000,201498957.515842,1.000000,0.000000,0.000000,0.000000,1.454048
18.00,4.8649,4.8649,10000,201451999.670963,1.000000,0.000000,0.000000,0.000000,1.454227
18.00,4.8744,4.8744,10000,201404765.187307,1.000000,0.000000,0.000000,0.000000,1.454407
18.00,4.8839,4.8839,10000,201357252.961185,1.000000,0.000000,0.000000,0.000000,1.454589
18.00,4.8934,4.8934,10000,201309461.991259,1.000000,0.000000,0.000000,0.000000,1.454771
18.00,4.9029,4.9029,10000,201261391.141874,1.000000,0.000000,0.000000,0.000000,1.454955
18.00,4.9124,4.9124,10000,201213039.310224,1.000000,0.000000,0.000000,0.000000,1.455140
18.00,4.9219,4.9219,10000,201164405.399816,1.000000,0.000000,0.000000,0.000000,1.455326
18.00,4.9314,4.9314,10000,201115488.332662,1.000000,0.000000,0.000000,0.000000,1.455514
18.00,4.9409,4.9409,10000,201066287.005721,1.000000,0.000000,0.000000,0.000000,1.455702
18.00,4.9505,4.9505,10000,201016800.280508,1.000000,0.000000,0.000000,0.000000,1.455892
18.00,4.9600,4.9600,10000,200967027.091020,1.000000,0.000000,0.000000,0.000000,1.456083
18.00,4.9695,4.9695,10000,200916966.314420,1.000000,0.000000,0.000000,0.000000,1.456275
18.00,4.9790,4.9790,10000,200866616.874224,1.000000,0.000000,0.000000,0.000000,1.456468
18.00,4.9885,4.9885,10000,200815977.612983,1.000000,0.000000,0.000000,0.000000,1.456662
18.00,4.9980,4.9980,10000,200765047.460364,1.000000,0.000000,0.000000,0.000000,1.456858
18.00,5.0075,5.0075,10000,200713825.245463,1.000000,0.000000,0.000000,0.000000,1.457055
18.00,5.0170,5.0170,10000,200662309.873863,1.000000,0.000000,0.000000,0.000000,1.457253
18.00,5.0265,5.0265,10000,200610500.280970,1.000000,0.000000,0.000000,0.000000,1.457453
18.00,5.0360,5.0360,10000,200558395.255101,1.000000,0.000000,0.000000,0.000000,1.457654
18.00,5.0455,5.0455,10000,200505993.750505,1.000000,0.000000,0.000000,0.000000,1.457856
18.00,5.0551,5.0551,10000,200453294.607158,1.000000,0.000000,0.000000,0.000000,1.458059
18.00,5.0646,5.0646,10000,200400296.677682,1.000000,0.000000,0.000000,0.000000,1.458263
18.00,5.0741,5.0741,10000,200346998.867051,1.000000,0.000000,0.000000,0.000000,1.458469
18.00,5.0836,5.0836,10000,200293400.051932,1.000000,0.000000,0.000000,0.000000,1.458676
18.00,5.0931,5.0931,10000,200239499.040561,1.000000,0.000000,0.000000,0.000000,1.458885
18.00,5.1026,5.1026,10000,200185294.727061,1.000000,0.000000,0.000000,0.000000,1.459094
18.00,5.1121,5.1121,10000,200130785.989666,1.000000,0.000000,0.000000,0.000000,1.459305
18.00,5.1216,5.1216,10000,200075971.710836,1.000000,0.000000,0.000000,0.000000,1.459518
18.00,5.1311,5.1311,10000,200020850.677956,1.000000,0.000000,0.000000,0.000000,1.459731
18.00,5.1406,5.1406,10000,199965421.756786,1.000000,0.000000,0.000000,0.000000,1.459946
18.00,5.1502,5.1502,10000,199909683.837356,1.000000,0.000000,0.000000,0.000000,1.460162
18.00,5.1597,5.1597,10000,199853635.742927,1.000000,0.000000,0.000000,0.000000,1.460380
18.00,5.1692,5.1692,10000,199797276.367053,1.000000,0.000000,0.000000,0.000000,1.460599
18.00,5.1787,5.1787,10000,199740604.498111,1.000000,0.000000,0.000000,0.000000,1.460819
18.00,5.1882,5.1882,10000,199683619.026901,1.000000,0.000000,0.000000,0.000000,1.461041
18.00,5.1977,5.1977,10000,199626318.725076,1.000000,0.000000,0.000000,0.000000,1.461264
18.00,5.2072,5.2072,10000,199568702.531913,1.000000,0.000000,0.000000,0.000000,1.461488
18.00,5.2167,5.2167,10000,199510769.204035,1.000000,0.000000,0.000000,0.000000,1.461714
18.00,5.2262,5.2262,10000,199452517.617068,1.000000,0.000000,0.000000,0.000000,1.461941
18.00,5.2357,5.2357,10000,199393946.586453,1.000000,0.000000,0.000000,0.000000,1.462170
18.00,5.2452,5.2452,10000,199335054.985929,1.000000,0.000000,0.000000,0.000000,1.462400
18.00,5.2548,5.2548,10000,199275841.577211,1.000000,0.000000,0.000000,0.000000,1.462631
18.00,5.2643,5.2643,10000,199216305.220959,1.000000,0.000000,0.000000,0.000000,1.462864
18.00,5.2738,5.2738,10000,199156444.737942,1.000000,0.000000,0.000000,0.000000,1.463098
18.00,5.2833,5.2833,10000,199096258.977935,1.000000,0.000000,0.000000,0.000000,1.463334
18.00,5.2928,5.2928,10000,199035746.735980,1.000000,0.000000,0.000000,0.000000,1.463571
18.00,5.3023,5.3023,10000,198974906.809622,1.000000,0.000000,0.000000,0.000000,1.463809
18.00,5.3118,5.3118,10000,198913738.041319,1.000000,0.000000,0.000000,0.000000,1.464049
18.00,5.3213,5.3213,10000,198852239.244440,1.000000,0.000000,0.000000,0.000000,1.464291
18.00,5.3308,5.3308,10000,198790409.263654,1.000000,0.000000,0.000000,0.000000,1.464533
18.00,5.3403,5.3403,10000,198728246.840749,1.000000,0.000000,0.000000,0.000000,1.464778
18.00,5.3498,5.3498,10000,198665750.811176,1.000000,0.000000,0.000000,0.000000,1.465024
